president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joe Biden,Adults,3/23/2022,7/13/2021,7/19/2021,Morning Consult,B,30200.5,a,.10301908,0,53.5,39.5,52.315371,41.810308,*,T,https://morningconsult.com/form/global-leader-approval/,75285,143566,7/22/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/15/2021,7/16/2021,Sacred Heart University,B/C,1500,a,1.33623,0,52.1,35.7,52.242356,37.63846,"","",https://www.sacredheart.edu/media/shu-media/institute-for-public-policy/SHU_Pioneer_Poll_July_2021_ADA-.pdf,75541,144114,8/13/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/14/2021,7/17/2021,YouGov,B+,2238,a,1.0675405,0,58,42,59.010035,41.828184,"","",https://www.cbsnews.com/news/biden-pandemic-approval-covid-19-opinion-poll/,75242,143447,7/18/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/15/2021,7/19/2021,AP-NORC,"",1308,a,1.6119225,0,59,41,55.763228,40.394501,"","",https://apnorc.org/wp-content/uploads/2021/07/COVID-topline.pdf,75322,143648,7/23/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/14/2021,7/20/2021,Morning Consult,B,45000,a,.1527592,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75286,143567,7/22/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/16/2021,7/18/2021,Léger,B/C,1001,a,.87236964,0,54,45,53.58625,44.082735,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/07/Legers-North-American-Tracker-July-21st-2021.pdf,75287,143568,7/22/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/16/2021,7/18/2021,Morning Consult,B,2199,a,.05225383,0,53,41,51.815371,43.310308,"","",https://morningconsult.com/2021/07/22/air-conditioning-ac-use-poll/,75539,144110,8/13/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/15/2021,7/21/2021,Morning Consult,B,45000,a,.15253096,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75408,143834,7/29/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/17/2021,7/20/2021,American Research Group,C+,1100,a,1.1012644,0,53,43,51.133383,43.876176,"","",https://americanresearchgroup.com/economy/,75262,143495,7/21/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/17/2021,7/20/2021,YouGov,B+,1500,a,.75303468,0,48,40,49.010035,39.828184,"","",https://docs.cdn.yougov.com/1aaz80mjhy/econTabReport.pdf,75264,143501,7/21/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/16/2021,7/22/2021,Morning Consult,B,45000,a,.15226435,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75409,143835,7/29/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/17/2021,7/23/2021,Morning Consult,B,45000,a,.15199995,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75410,143836,7/29/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/16/2021,7/26/2021,Marquette University Law School,A/B,1010,a,1.9262388,0,58,42,55.92042,41.576036,"","",https://law.marquette.edu/poll/wp-content/uploads/2021/08/MLSPSC03Toplines.html,75439,143892,8/4/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/18/2021,7/24/2021,Morning Consult,B,45000,a,.1513099,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75411,143837,7/29/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/19/2021,7/25/2021,Morning Consult,B,45000,a,.15015898,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75412,143838,7/29/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/21/2021,7/22/2021,Ipsos,B-,1005,a,.65038226,0,53.98,40.44,52.293548,40.842226,"","",https://www.ipsos.com/en-us/news_and_polls/ipsos-core-political-presidential-approval-tracker-07222021,75311,143619,7/22/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/20/2021,7/26/2021,Morning Consult,B,45000,a,.14862193,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75413,143839,7/29/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/21/2021,7/27/2021,Morning Consult,B,45000,a,.14706856,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75414,143840,7/29/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/21/2021,7/26/2021,Monmouth University,A,804,a,1.5229622,0,48,44,48.781319,43.66286,"","",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_072921/,75416,143842,7/29/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/23/2021,7/25/2021,Morning Consult,B,2201,a,.05035301,0,54,40,52.815371,42.310308,"","",https://morningconsult.com/2021/07/29/social-media-covid-19-vaccine-misinformation-polling/,75407,143833,7/29/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/22/2021,7/28/2021,Morning Consult,B,45000,a,.14601466,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75445,143924,8/5/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/21/2021,7/29/2021,Marist College,A,1132,a,1.965746,0,49,44,49.751337,43.145104,"","",http://maristpoll.marist.edu/wp-content/uploads/2021/08/Marist-Poll-USA-NOS-and-Tables_202108020951.pdf#page=3,75454,143933,8/5/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/23/2021,7/26/2021,Morning Consult,B,2200,a,.04996946,0,53,41,51.815371,43.310308,"","",https://morningconsult.com/2021/07/26/cleveland-indians-guardians-mlb-polling/,75371,143766,7/26/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/24/2021,7/28/2021,Hart Research Associates/Public Opinion Strategies,B+,802,a,1.2074513,0,48,45,48.842957,44.092828,"","",https://pos.org/wp-content/uploads/2021/08/FI14056b-CNBC-AAES-Q2-Topline.pdf,75437,143889,8/3/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/23/2021,7/29/2021,Morning Consult,B,45000,a,.14540354,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75446,143925,8/5/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/24/2021,7/27/2021,YouGov,B+,1500,a,.87046237,0,46,44,47.010035,43.828184,"","",https://docs.cdn.yougov.com/v60y11605p/econTabReport.pdf,75406,143821,7/28/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/24/2021,7/30/2021,Morning Consult,B,45000,a,.14479767,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75447,143926,8/5/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/25/2021,7/31/2021,Morning Consult,B,45000,a,.14435895,0,51,40,49.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75448,143927,8/5/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/28/2021,7/30/2021,TIPP Insights,A+,1322,a,2.4417207,0,52,34,52.477449,37.751326,"","",https://www.investors.com/politics/president-biden-job-approval-bounces-defying-first-year-obama-swoon/,75428,143866,8/2/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/28/2021,7/29/2021,Ipsos,B-,1005,a,.58510332,0,53.83,42.1,52.143548,42.502226,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-07/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2007%2029%202021.pdf,75418,143848,7/29/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/26/2021,8/1/2021,Morning Consult,B,45000,a,.14355165,0,51,40,49.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75449,143928,8/5/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/27/2021,8/2/2021,Quinnipiac University,A-,1290,a,1.8802262,0,46,43,49.219414,42.064642,"","",https://poll.qu.edu/poll-release?releaseid=3814,75443,143915,8/4/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/27/2021,8/2/2021,Morning Consult,B,45000,a,.14275431,0,51,40,49.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75450,143929,8/5/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/30/2021,8/1/2021,Léger,B/C,1001,a,.87447099,0,53,45,52.58625,44.082735,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/08/Legers-North-American-Tracker-August-2nd-2021_v2.pdf,75434,143885,8/3/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/28/2021,8/3/2021,Morning Consult,B,45000,a,.14196674,0,51,41,49.815371,43.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75451,143930,8/5/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/29/2021,8/2/2021,Morning Consult,B,2200,a,.04858417,0,53,41,51.815371,43.310308,"","",https://morningconsult.com/2021/08/05/americans-disinterest-tokyo-olympics/,75455,143938,8/5/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/29/2021,8/1/2021,Morning Consult,B,2200,a,.04858417,0,55,39,53.815371,41.310308,"","",https://morningconsult.com/2021/08/11/return-to-concerts-festivals-poll/,75497,144017,8/11/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/31/2021,8/2/2021,Morning Consult,B,2200,a,.04853148,0,53,42,51.815371,44.310308,"","",https://assets.morningconsult.com/wp-uploads/2021/08/04063651/2107143_crosstabs_POLITICO_Adult_Adults_v1_SH.pdf,75440,143896,8/4/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/30/2021,8/2/2021,YouGov,B+,1552,a,.85952813,0,48,44,49.010035,43.828184,"","",https://docs.cdn.yougov.com/40k9knkv6y/20210803_yahoo_vaccine_tabs.pdf,75535,144101,8/12/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/30/2021,8/2/2021,Morning Consult,B,2200,a,.04853148,0,51,43,49.815371,45.310308,"","",https://morningconsult.com/2021/08/05/olympics-mental-health-poll/,75457,143941,8/5/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/29/2021,8/4/2021,Morning Consult,B,45000,a,.14181277,0,51,40,49.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75521,144077,8/12/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/31/2021,8/3/2021,YouGov,B+,1500,a,.83263269,0,49,43,50.010035,42.828184,"","",https://docs.cdn.yougov.com/8w7calyx30/econTabReport.pdf,75441,143910,8/4/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/30/2021,8/5/2021,Morning Consult,B,45000,a,.14246514,0,51,40,49.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75522,144078,8/12/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,7/31/2021,8/6/2021,Morning Consult,B,45000,a,.14289112,0,51,40,49.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75523,144079,8/12/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/1/2021,8/7/2021,Morning Consult,B,45000,a,.1431497,0,51,41,49.815371,43.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75524,144080,8/12/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/4/2021,8/5/2021,Ipsos,B-,1004,a,.49710878,0,50.14,42.69,48.453548,43.092226,"","",https://www.ipsos.com/en-us/news_and_polls/ipsos-core-political-presidential-approval-tracker-08052021,75458,143942,8/5/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/2/2021,8/8/2021,Morning Consult,B,45000,a,.14301822,0,50,41,48.815371,43.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75525,144081,8/12/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/3/2021,8/9/2021,Morning Consult,B,45000,a,.14270017,0,51,41,49.815371,43.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75526,144082,8/12/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/4/2021,8/10/2021,Morning Consult,B,45000,a,.14235563,0,51,41,49.815371,43.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75527,144083,8/12/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/5/2021,8/11/2021,Morning Consult,B,45000,a,.14198612,0,51,40,49.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75639,144273,8/19/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/6/2021,8/9/2021,Morning Consult,B,2200,a,.0485908,0,53,41,51.815371,43.310308,"","",https://morningconsult.com/2021/08/11/back-to-school-survey-parents-coronavirus/,75538,144109,8/13/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/6/2021,8/12/2021,Morning Consult,B,45000,a,.1420581,0,51,40,49.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75640,144274,8/19/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/7/2021,8/10/2021,YouGov,B+,1500,a,.85165603,0,46,43,47.010035,42.828184,"","",https://docs.cdn.yougov.com/gh8y14nnzo/econTabReport.pdf,75508,144042,8/11/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/7/2021,8/13/2021,Morning Consult,B,45000,a,.1421314,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75641,144275,8/19/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/2/2021,8/17/2021,Gallup,B+,1006,a,1.5102163,0,49,48,48.819776,46.48675,"","",https://news.gallup.com/poll/354017/mostly-pre-afghanistan-turmoil-biden-job-approval.aspx,75704,144366,8/20/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/9/2021,8/13/2021,Morning Consult,B,2200,a,.04853542,0,56,40,54.815371,42.310308,"","",https://morningconsult.com/2021/08/13/post-tokyo-olympics-pol,75545,144122,8/13/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/8/2021,8/14/2021,Morning Consult,B,45000,a,.14182428,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75642,144276,8/19/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/9/2021,8/15/2021,Morning Consult,B,45000,a,.14153642,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75643,144277,8/19/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/11/2021,8/12/2021,Ipsos,B-,1002,a,.29313268,0,51.26,43.04,49.573548,43.442226,"","",https://www.ipsos.com/en-us/news_and_polls/ipsos-core-political-presidential-approval-tracker-08122021,75536,144107,8/12/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/10/2021,8/16/2021,Morning Consult,B,45000,a,.14049636,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75644,144278,8/19/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/11/2021,8/15/2021,Morning Consult,B,2200,a,.04808098,0,55,41,53.815371,43.310308,"","",https://morningconsult.com/2021/08/16/ipcc-report-climate-change-public-reaction-poll/,75562,144153,8/16/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/12/2021,8/16/2021,Morning Consult,B,2200,a,.04787737,0,54,41.5,52.815371,43.810308,*,"",https://morningconsult.com/2021/08/17/covid-19-origins-international-polling-august/,75564,144155,8/17/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/13/2021,8/15/2021,Ipsos,B-,1198,a,.32302893,0,53,41,51.313548,41.402226,"","",https://twitter.com/Cmkahn/status/1427740288961896450,75615,144227,8/17/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/13/2021,8/15/2021,Léger,B/C,1005,a,.88405333,0,51,47,50.58625,46.082735,"","",https://projects.fivethirtyeight.com/polls/20210816_US_Leger.pdf,75560,144151,8/16/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/11/2021,8/17/2021,Morning Consult,B,45000,a,.13990139,0,52,40,50.815371,42.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75645,144279,8/19/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/12/2021,8/16/2021,AP-NORC,"",1729,a,1.8712878,0,54,46,50.763228,45.394501,"","",https://apnorc.org/projects/fewer-approve-of-bidens-handling-of-the-pandemic/,75705,144378,8/21/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/13/2021,8/16/2021,Morning Consult,B,2200,a,.04779366,0,54,40,52.815371,42.310308,"","",https://morningconsult.com/2021/08/17/new-jeopardy-hosts-poll/,75563,144154,8/17/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/12/2021,8/18/2021,Morning Consult,B,45000,a,.1396568,0,51,41,49.815371,43.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75757,144484,8/26/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/16/2021,8/16/2021,Ipsos,B-,947,a,.24330466,0,46,47,44.313548,47.402226,"","",https://www.reuters.com/world/us/biden-approval-drops-lowest-level-this-year-after-taliban-takeover-2021-08-17/,75616,144228,8/17/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/16/2021,8/16/2021,John Zogby Strategies/EMI Research Solutions,B/C,956,a,1.1984864,0,51.8,42.3,50.927701,43.230941,"","",https://johnzogbystrategies.com/49-approve-of-presidents-decision-to-leave-afghanistan-while-37-oppose-overall-biden-job-approval-at-52/,75582,144177,8/17/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/14/2021,8/17/2021,Hart Research Associates/Public Opinion Strategies,B+,1000,a,1.4089953,0,49,48,49.842957,47.092828,"","",https://www.documentcloud.org/documents/21046968-210188-nbc-news-august-poll-8-22-21-release,75707,144386,8/22/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/13/2021,8/19/2021,Ipsos,B-,4427,a,1.1373915,0,50,44,48.313548,44.402226,"","",https://twitter.com/Cmkahn/status/1431768710914658307?s=20,75783,144534,8/30/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/13/2021,8/19/2021,Morning Consult,B,45000,a,.13980141,0,51,42,49.815371,44.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75758,144485,8/26/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/14/2021,8/17/2021,YouGov,B+,1500,a,.70925012,0,44,44,45.010035,43.828184,"","",https://docs.cdn.yougov.com/oacaip2ls4/econTabReport.pdf,75618,144239,8/18/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/16/2021,8/18/2021,YouGov,B+,1649,a,.76483868,0,47,46,48.010035,45.828184,"","",https://docs.cdn.yougov.com/2duhahheqq/20210819_yahoo_vaccine_tabs.pdf,75638,144272,8/18/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/14/2021,8/20/2021,Morning Consult,B,45000,a,.1395911,0,51,42,49.815371,44.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75759,144486,8/26/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/17/2021,8/18/2021,SurveyMonkey,C,1066,a,.97644199,0,47,45,46.330064,44.350325,"","",https://www.dailywire.com/news/exclusive-bidens-job-approval-tumbles-below-50-after-afghanistan-pullout,75646,144280,8/19/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/15/2021,8/21/2021,Morning Consult,B,45000,a,.13937355,0,50,42,48.815371,44.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75760,144487,8/26/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/16/2021,8/22/2021,Morning Consult,B,45000,a,.13914066,0,50,42,48.815371,44.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75761,144488,8/26/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/18/2021,8/19/2021,Ipsos,B-,1002,a,.28925733,0,46.07,49.01,44.383548,49.412226,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-08/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2008%2019%202021.pdf,75688,144333,8/20/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/18/2021,8/20/2021,YouGov,B+,2142,a,.99526127,0,50,50,51.010035,49.828184,"","",https://www.cbsnews.com/news/afghanistan-troop-removal-biden-approval-opinion-poll/,75706,144382,8/22/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/17/2021,8/20/2021,American Research Group,C+,1100,a,1.107823,0,49,46,47.133383,46.876176,"","",https://americanresearchgroup.com/economy/,75709,144391,8/23/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/17/2021,8/23/2021,Morning Consult,B,45000,a,.13871867,0,50,43,48.815371,45.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75762,144489,8/26/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/19/2021,8/22/2021,Morning Consult,B,2201,a,.04734202,0,51,45,49.815371,47.310308,"","",https://morningconsult.com/2021/08/25/covid-booster-shot-poll/,75740,144451,8/25/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/18/2021,8/24/2021,Morning Consult,B,45000,a,.13827422,0,49,43,47.815371,45.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75763,144490,8/26/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/3/2021,9/7/2021,SSRS,C,2119,a,1.2411825,0,52,48,50.695072,46.9467,"","",http://cdn.cnn.com/cnn/2021/images/09/10/rel5a.-.biden.us.economy.pdf,75985,144885,9/10/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/19/2021,8/23/2021,Morning Consult,B,2200,a,.04732051,0,52,43,50.815371,45.310308,"","",https://morningconsult.com/2021/08/26/college-football-name-image-likeness/,75764,144491,8/26/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/19/2021,8/25/2021,Morning Consult,B,45000,a,.13840642,0,49,43,47.815371,45.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75829,144643,9/2/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/21/2021,8/24/2021,Morning Consult,B,2200,a,.0473075,0,52,43,50.815371,45.310308,"","",https://morningconsult.com/2021/08/24/jeopardy-post-richards-poll-burton/,75738,144441,8/24/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/21/2021,8/24/2021,YouGov,B+,1500,a,.72135121,0,46,44,47.010035,43.828184,"","",https://docs.cdn.yougov.com/0v9p6tn6ur/econTabReport.pdf,75743,144459,8/25/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/20/2021,8/26/2021,Morning Consult,B,45000,a,.1382362,0,49,43,47.815371,45.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75830,144644,9/2/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/21/2021,8/25/2021,Morning Consult,B,2200,a,.0473075,0,51,44,49.815371,46.310308,"","",https://morningconsult.com/2021/08/31/vaccine-requirements-sports-movies/,75788,144549,8/31/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/21/2021,8/27/2021,Morning Consult,B,45000,a,.13889993,0,49,43,47.815371,45.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75831,144645,9/2/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/22/2021,8/28/2021,Morning Consult,B,45000,a,.13902662,0,49,44,47.815371,46.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75832,144646,9/2/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/23/2021,8/29/2021,Morning Consult,B,45000,a,.13894309,0,49,44,47.815371,46.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75833,144647,9/2/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/25/2021,8/26/2021,Ipsos,B-,1006,a,.47305329,0,49.06,46.01,47.373548,46.412226,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-08/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2008%2026%202021.pdf,75779,144526,8/26/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/24/2021,8/30/2021,Morning Consult,B,45000,a,.1386496,0,49,44,47.815371,46.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75834,144648,9/2/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/25/2021,8/28/2021,Morning Consult,B,2200,a,.04744897,0,53,44,51.815371,46.310308,"","",https://morningconsult.com/2021/09/02/autonomous-vehicles-safety-consumer-interest-polling/,75836,144650,9/2/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/24/2021,8/29/2021,Morning Consult,B,2200,a,.04744897,0,48,45,46.815371,47.310308,"","",https://assets.morningconsult.com/wp-uploads/2021/08/31163040/2108136_crosstabs_FDAAPPROVAL_Adults-1.pdf,75817,144606,8/31/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/25/2021,8/31/2021,Morning Consult,B,45000,a,.13919951,0,48,44,46.815371,46.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75835,144649,9/2/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/26/2021,8/31/2021,Marist College,A,1241,a,2.0844652,0,43,51,43.751337,50.145104,"","",https://maristpoll.marist.edu/wp-content/uploads/2021/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_202109010944.pdf,75854,144670,9/2/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/27/2021,8/30/2021,Léger,B/C,1004,a,.88111054,0,48,49,47.58625,48.082735,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/08/Legers-North-American-Tracker-August-30th-2021-compressed.pdf,75790,144551,8/31/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/26/2021,9/1/2021,Morning Consult,B,45000,a,.13969777,0,48,45,46.815371,47.310308,"",T,https://morningconsult.com/form/global-leader-approval/,75938,144827,9/9/2021,16:23:23 23 Mar 2022
Joe Biden,Adults,3/23/2022,8/28/2021,8/31/2021,YouGov,B+,1500,a,.74746781,0,45,44,46.010035,43.828184,"","",https://docs.cdn.yougov.com/3gw2x4kv4w/econTabReport.pdf,75822,144624,9/1/2021,16:23:23 23 Mar 2022
